sample_id,method,topk_percent,baseline,base_confidence,masked_confidence,confidence_drop,masked_confidence_std
000001_seg02_spinner_dolphin_train_1_000104,occlusion,30,random,0.5457333922386169,0.500115716457367,0.04561767578124998,0.012556285615298568
000001_seg02_spinner_dolphin_train_1_000104,occlusion,40,xai,0.5457333922386169,0.3648221790790558,0.18091121315956116,
000001_seg02_spinner_dolphin_train_1_000104,occlusion,40,random,0.5457333922386169,0.5045907139778137,0.0411426782608032,0.01732135307934754
000001_seg02_spinner_dolphin_train_1_000104,lime,5,xai,0.5457333922386169,0.5291567444801331,0.016576647758483887,
000001_seg02_spinner_dolphin_train_1_000104,lime,5,random,0.5457333922386169,0.45485216081142427,0.09088123142719268,0.027511469990710604
000001_seg02_spinner_dolphin_train_1_000104,lime,10,xai,0.5457333922386169,0.47900664806365967,0.06672674417495728,
000001_seg02_spinner_dolphin_train_1_000104,lime,10,random,0.5457333922386169,0.5033953160047531,0.042338076233863875,0.015459067072452861
000001_seg02_spinner_dolphin_train_1_000104,lime,20,xai,0.5457333922386169,0.4423848092556,0.10334858298301697,
000001_seg02_spinner_dolphin_train_1_000104,lime,20,random,0.5457333922386169,0.5133518755435944,0.03238151669502254,0.012776637126381905
000001_seg02_spinner_dolphin_train_1_000104,lime,30,xai,0.5457333922386169,0.3257948160171509,0.21993857622146606,
000001_seg02_spinner_dolphin_train_1_000104,lime,30,random,0.5457333922386169,0.49840879142284394,0.047324600815773,0.013129274122295536
000001_seg02_spinner_dolphin_train_1_000104,lime,40,xai,0.5457333922386169,0.2734317481517792,0.27230164408683777,
000001_seg02_spinner_dolphin_train_1_000104,lime,40,random,0.5457333922386169,0.4864517033100128,0.05928168892860414,0.020325150682735656
000001_seg02_spinner_dolphin_train_1_000104,saliency,5,xai,0.5457333922386169,0.44072505831718445,0.1050083339214325,
000001_seg02_spinner_dolphin_train_1_000104,saliency,5,random,0.5457333922386169,0.4458518326282501,0.09988155961036682,0.0135703062806976
000001_seg02_spinner_dolphin_train_1_000104,saliency,10,xai,0.5457333922386169,0.39449137449264526,0.15124201774597168,
000001_seg02_spinner_dolphin_train_1_000104,saliency,10,random,0.5457333922386169,0.5054104894399643,0.04032290279865269,0.019370432581942786
000001_seg02_spinner_dolphin_train_1_000104,saliency,20,xai,0.5457333922386169,0.4055052697658539,0.14022812247276306,
000001_seg02_spinner_dolphin_train_1_000104,saliency,20,random,0.5457333922386169,0.5228996723890305,0.022833719849586487,0.022410393905011594
000001_seg02_spinner_dolphin_train_1_000104,saliency,30,xai,0.5457333922386169,0.35377204418182373,0.1919613480567932,
000001_seg02_spinner_dolphin_train_1_000104,saliency,30,random,0.5457333922386169,0.5078155726194382,0.03791781961917873,0.007882154097696138
000001_seg02_spinner_dolphin_train_1_000104,saliency,40,xai,0.5457333922386169,0.3583478033542633,0.18738558888435364,
000001_seg02_spinner_dolphin_train_1_000104,saliency,40,random,0.5457333922386169,0.48218646347522737,0.06354692876338958,0.024071232796422776
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,5,xai,0.5457333922386169,0.41462358832359314,0.1311098039150238,
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,5,random,0.5457333922386169,0.46291510164737704,0.08281829059123991,0.019439564524798954
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,10,xai,0.5457333922386169,0.30439144372940063,0.2413419485092163,
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,10,random,0.5457333922386169,0.5100576341152191,0.03567575812339785,0.020411237627105415
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,20,xai,0.5457333922386169,0.32121264934539795,0.224520742893219,
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,20,random,0.5457333922386169,0.5227039724588394,0.02302941977977757,0.018881697994284474
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,30,xai,0.5457333922386169,0.4725465178489685,0.07318687438964844,
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,30,random,0.5457333922386169,0.5052335232496261,0.04049986898899083,0.01792825848498988
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,40,xai,0.5457333922386169,0.542657196521759,0.00307619571685791,
000001_seg02_spinner_dolphin_train_1_000104,smoothgrad,40,random,0.5457333922386169,0.4836599051952362,0.062073487043380726,0.01676086546014058
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,5,xai,0.5457333922386169,0.4428652822971344,0.10286810994148254,
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,5,random,0.5457333922386169,0.4578328937292099,0.08790049850940707,0.025382298092550274
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,10,xai,0.5457333922386169,0.38796448707580566,0.15776890516281128,
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,10,random,0.5457333922386169,0.500145098567009,0.04558829367160799,0.026520125055393452
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,20,xai,0.5457333922386169,0.5331533551216125,0.012580037117004395,
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,20,random,0.5457333922386169,0.5204588294029235,0.025274562835693404,0.019946057218816423
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,30,xai,0.5457333922386169,0.5331533551216125,0.012580037117004395,
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,30,random,0.5457333922386169,0.5010766893625259,0.044656702876091026,0.01868854389412382
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,40,xai,0.5457333922386169,0.5331533551216125,0.012580037117004395,
000001_seg02_spinner_dolphin_train_1_000104,input_x_gradient,40,random,0.5457333922386169,0.48910409212112427,0.056629300117492676,0.019718653014864296
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,5,xai,0.5457333922386169,0.43894970417022705,0.10678368806838989,
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,5,random,0.5457333922386169,0.45172261595726015,0.09401077628135679,0.017438719130545923
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,10,xai,0.5457333922386169,0.3870447874069214,0.15868860483169556,
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,10,random,0.5457333922386169,0.5046184152364731,0.04111497700214384,0.01683810885836276
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,20,xai,0.5457333922386169,0.38088101148605347,0.16485238075256348,
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,20,random,0.5457333922386169,0.5170579880475998,0.028675404191017106,0.011655595244194206
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,30,xai,0.5457333922386169,0.32873207330703735,0.2170013189315796,
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,30,random,0.5457333922386169,0.5042037844657898,0.041529607772827104,0.016909001536244576
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,40,xai,0.5457333922386169,0.29748767614364624,0.2482457160949707,
000001_seg02_spinner_dolphin_train_1_000104,guided_backprop,40,random,0.5457333922386169,0.49353151917457583,0.052201873064041115,0.01406399815943973
000186_seg01_spinner_dolphin_test_0_000237,gradcam,5,xai,0.5095784664154053,0.214869886636734,0.29470857977867126,
000186_seg01_spinner_dolphin_test_0_000237,gradcam,5,random,0.5095784664154053,0.14735066667199134,0.3622277997434139,0.025543567433549765
000186_seg01_spinner_dolphin_test_0_000237,gradcam,10,xai,0.5095784664154053,0.2075258046388626,0.30205266177654266,
000186_seg01_spinner_dolphin_test_0_000237,gradcam,10,random,0.5095784664154053,0.2417506232857704,0.26782784312963487,0.04230463423861144
000186_seg01_spinner_dolphin_test_0_000237,gradcam,20,xai,0.5095784664154053,0.27720847725868225,0.23236998915672302,
000186_seg01_spinner_dolphin_test_0_000237,gradcam,20,random,0.5095784664154053,0.2707273975014687,0.2388510689139366,0.02337015788264341
000186_seg01_spinner_dolphin_test_0_000237,gradcam,30,xai,0.5095784664154053,0.4431200921535492,0.06645837426185608,
